Sep,1,3,6,3,54,5,13,7,37,8,41,12,10,17,38,19,5,20,4,21,11
Sep,2,3,9,3,57,5,15,7,39,8,42,12,9,17,36,19,2,20,1,21,8
Sep,3,3,12,3,59,5,17,7,40,8,43,12,9,17,34,19,0,19,58,21,4
Sep,4,3,15,4,1,5,19,7,41,8,44,12,9,17,32,18,57,19,55,21,1
Sep,5,3,18,4,3,5,21,7,42,8,45,12,8,17,30,18,55,19,52,20,57
Sep,6,3,20,4,6,5,23,7,44,8,45,12,8,17,27,18,52,19,50,20,54
Sep,7,3,23,4,8,5,25,7,45,8,46,12,7,17,25,18,50,19,47,20,50
Sep,8,3,26,4,10,5,27,7,46,8,47,12,7,17,23,18,47,19,44,20,47
Sep,9,3,29,4,12,5,29,7,47,8,48,12,7,17,21,18,44,19,41,20,44
Sep,10,3,31,4,14,5,31,7,48,8,49,12,7,17,19,18,42,19,38,20,40
Sep,11,3,34,4,17,5,33,7,50,8,49,12,6,17,17,18,39,19,36,20,37
Sep,12,3,36,4,19,5,35,7,51,8,50,12,6,17,15,18,37,19,33,20,33
Ser,13,3,39,4,21,5,37,7,52,8,51,12,6,17,13,18,34,19,30,20,30
Sep,14,3,41,4,23,5,39,7,53,8,52,12,6,17,11,18,31,19,27,20,27
Sep,15,3,44,4,25,5,41,7,54,8,53,12,5,17,9,18,28,19,24,20,24
Sep,16,3,46,4,28,5,42,7,55,8,53,12,5,17,6,18,26,19,22,20,21
Sep,17,3,49,4,30,5,44,7,56,8,54,12,4,17,4,18,23,19,19,20,18
Sep,18,3,51,4,32,5,46,7,57,8,55,12,4,17,2,18,20,19,16,20,15
Sep,19,3,53,4,34,5,48,7,58,8,56,12,4,17,0,18,17,19,13,20,12
Sep,20,3,56,4,36,5,50,7,59,8,57,12,3,16,58,18,15,19,10,20,9
Sep,21,3,58,4,39,5,52,8,0,8,57,12,3,16,55,18,12,19,8,20,6
Sep,22,4,1,4,41,5,54,8,1,8,58,12,2,16,53,18,10,19,5,20,3
Sep,23,4,3,4,43,5,56,8,2,8,59,12,2,16,51,18,7,19,2,20,0
Sep,24,4,5,4,45,5,58,8,3,9,0,12,2,16,49,18,4,18,59,19,57
Sep,25,4,7,4,47,6,0,8,4,9,1,12,1,16,47,18,2,18,57,19,54
Sep,26,4,10,4,49,6,2,8,5,9,1,12,1,16,44,17,59,18,54,19,51
Sep,27,4,12,4,51,6,4,8,6,9,2,12,0,16,42,17,57,18,52,19,48
Sep,28,4,14,4,53,6,6,8,7,9,3,12,0,16,40,17,54,18,49,19,45
Sep,29,4,16,4,55,6,8,8,8,9,4,12,0,16,38,17,51,18,46,19,42
Sep,30,4,18,4,57,6,10,8,9,9,5,12,0,16,36,17,49,18,43,19,39
